"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"54","281.08925599266445","165.78080516729477","4.96962461873921","-0.3069935236147513","0.01429999999999998","0.017000000000000015","0.0116","1300","0.0003310580982538473","0","0.0003310580982538473","0.0003310580982538473","54_64:0.008863296619092326;54_45:0.02210113558711299","54_64:660;54_45:660","true"
"55","31.38416251938992","99.04024443327607","4.837201893521209","-0.31038048092010345","0.011900000000000022","0.012599999999999945","0.0112","1300","0.00030626964645038836","0","0.00030626964645038836","0.00030626964645038836","55_68:0.010259846348429635;55_49:0.013534418810414561","55_68:660;55_49:660","true"
"56","290.668434015994","184.59716533130756","4.8145266476661215","-0.30974571553277236","0.015100000000000002","0.0092","0.02100000000000002","1300","0.00019351216182550413","0","0.00019351216182550413","0.00019351216182550413","56_57:0.007825026604709878","56_57:660","true"
"57","298.2253760423779","179.53071853211623","4.927636215797346","-0.30778611849622645","0.011900000000000022","0.011600000000000055","0.0122","1300","0.00014468750646095","0","0.00014468750646095","0.00014468750646095","57_58:0.008476378386996025","57_58:660","true"
"58","231.89261102851714","205.80536857517956","4.886914741135209","-0.30930018015034827","0.021100000000000008","0.0238","0.018399999999999972","1300","0.00015398604986866342","0","0.00015398604986866342","0.00015398604986866342","58_71:0.0033627646673589084;58_59:0.004860134261198884","58_71:660;58_59:660","true"
"59","307.3458925512076","42.77265316181724","4.971240983646933","-0.30762691104199297","0.01090000000000002","0.012199999999999989","0.0096","1300","0.0002242961564118952","0","0.0002242961564118952","0.0002242961564118952","59_60:0.005862508659302212","59_60:660","true"
"60","338.3786458906696","112.94966584674255","4.766228041500117","-0.31054248475500074","0.020299999999999985","0.022599999999999953","0.018","1300","0.0003881010827575008","0","0.0003881010827575008","0.0003881010827575008","60_61:0.013549337805511402","60_61:660","true"
"61","323.11428847016293","156.2491349672198","4.793929680818951","-0.29056402780855567","0.012699999999999934","0.0134","0.01200000000000001","1300","0.0004458706327377908","0","0.0004458706327377908","0.0004458706327377908","","","true"
"62","165.3450640568964","189.26609346493234","4.935227577924499","-0.3079921198487331","0.04833333333333334","0.043333333333333335","0.05333333333333334","1300","0.00022956325772558635","0","0.00022956325772558635","0.00022956325772558635","62_72:0.051485249554924506;62_61:0.005804761134017705;62_63:0.01564905797607935","62_72:660;62_61:660;62_63:660","true"
"63","234.3984661108651","186.1243048776591","5.041629381337884","-0.30694631371315323","0.011900000000000022","0.014399999999999968","0.0094","1300","0.0005590725429015028","0","0.0005590725429015028","0.0005590725429015028","63_64:0.010718123415969588","63_64:660","true"
"64","356.840570424124","154.81710111876768","4.821568151625261","-0.30967161679000116","0.00880000000000003","0.009600000000000053","0.008","1300","0.0001658890180684391","0","0.0001658890180684391","0.0001658890180684391","","","true"
"65","157.3109456773651","84.51857217180492","4.95716283840736","-0.3075262411046977","0.012399999999999967","0.0144","0.010399999999999965","1300","0.0002658733983780584","0","0.0002658733983780584","0.0002658733983780584","65_64:0.007152033384417583;65_66:0.007991116230679995","65_64:660;65_66:660","true"
