Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error ,Prob meas0 prep1 ,Prob meas1 prep0 ,Readout length (ns),ID error ,Z-axis rotation (rz) error ,√x (sx) error ,Pauli-X error ,ECR error ,Gate time (ns),Operational
27,280.4497519,259.3721564,4.74757499,-0.310275194,0.0571,0.0652,0.049,1300,0.000159076,0,0.000159076,0.000159076,27_26:0.002826715629608373,27_26:660,TRUE
28,118.5969016,68.02513128,4.994402423,-0.307371414,0.0524,0.0374,0.0674,1300,0.000806392,0,0.000806392,0.000806392,28_27:0.009836771261717253;28_29:0.010706775188541212;28_35:0.010923643357957424,28_27:660;28_29:660;28_35:660,TRUE
29,337.5231582,272.1268276,4.62864913,-0.312240887,0.0192,0.0226,0.0158,1300,0.000138401,0,0.000138401,0.000138401,,,TRUE
30,377.263969,60.97428881,4.732965719,-0.310900124,0.0065,0.0062,0.0068,1300,0.000190964,0,0.000190964,0.000190964,30_29:0.0066801524769837806;30_31:0.006428974510935465,30_29:660;30_31:660,TRUE
31,338.9426792,71.63568005,4.797666871,-0.310256286,0.0079,0.0106,0.0052,1300,0.000204402,0,0.000204402,0.000204402,31_32:0.007088941809163335,31_32:660,TRUE
32,281.5969402,290.0266196,4.91038607,-0.30787943,0.012,0.0118,0.0122,1300,0.000130482,0,0.000130482,0.000130482,32_36:0.0036910817632091752,32_36:660,TRUE
33,111.5458693,84.32595892,4.973179865,-0.307548685,0.0125,0.0136,0.0114,1300,0.000243845,0,0.000243845,0.000243845,33_39:0.02561110738806427,33_39:660,TRUE
34,324.1462145,130.209064,4.678636054,-0.312433846,0.0338,0.0368,0.0308,1300,0.000154214,0,0.000154214,0.000154214,34_43:0.0035720094295336458,34_43:660,TRUE
35,267.5359741,151.6346691,4.907602428,-0.308301774,0.0161,0.0156,0.0166,1300,0.00021574,0,0.00021574,0.00021574,35_47:0.008355599664754021,35_47:660,TRUE
36,183.5284304,236.6099307,4.812275935,-0.31175121,0.0129,0.015,0.0108,1300,0.000231004,0,0.000231004,0.000231004,36_51:0.005275671931734421,36_51:660,TRUE
37,267.5934113,113.9237435,4.83790974,-0.308869951,0.0124,0.008,0.0168,1300,0.000157105,0,0.000157105,0.000157105,37_38:0.005531983063122525,37_38:660,TRUE
38,275.7633324,108.2314878,4.776679833,-0.310165119,0.0445,0.0656,0.0234,1300,0.000980747,0,0.000980747,0.000980747,,,TRUE
39,278.7703198,128.0394588,4.917369423,-0.3082477,0.0402,0.0392,0.0412,1300,0.000562607,0,0.000562607,0.000562607,39_38:0.009376211438164528,39_38:660,TRUE
40,217.6410186,36.36963272,4.868203988,-0.308591525,0.0087,0.008,0.0094,1300,0.000155638,0,0.000155638,0.000155638,40_41:0.007002030465035031;40_39:0.007466447694609996,40_41:660;40_39:660,TRUE
41,198.6593629,238.033834,4.935543564,-0.308626411,0.065,0.05,0.08,1300,0.000428915,0,0.000428915,0.000428915,41_53:0.08864387863961937,41_53:660,TRUE
42,149.2137867,102.5135081,5.063928457,-0.306660127,0.01,0.0122,0.0078,1300,0.000722071,0,0.000722071,0.000722071,42_41:0.009750235151446601;42_43:0.006589086935888,42_41:660;42_43:660,TRUE
43,289.6363739,215.0912468,4.829552893,-0.310129071,0.0234,0.0242,0.0226,1300,0.000247141,0,0.000247141,0.000247141,43_44:0.012322483919739946,43_44:660,TRUE
44,304.33632,19.03913673,4.94917104,-0.308506182,0.0198,0.0164,0.0232,1300,0.000435556,0,0.000435556,0.000435556,44_45:0.013400896372071841,44_45:660,TRUE
45,271.814983,25.59579659,4.999439571,-0.359054929,0.0488,0.0474,0.0502,1300,0.001088972,0,0.001088972,0.001088972,,,TRUE
46,268.2208425,157.739577,4.853136127,-0.309375207,0.0122,0.0118,0.0126,1300,0.000261175,0,0.000261175,0.000261175,46_45:0.02008629782732077;46_47:0.006169463874229814,46_45:660;46_47:660,TRUE
47,134.4615087,139.8567544,4.769537734,-0.310932988,0.0115,0.011,0.012,1300,0.000190854,0,0.000190854,0.000190854,,,TRUE
48,204.2265627,85.48440607,4.844159297,-0.310155174,0.0134,0.0132,0.0136,1300,0.000221608,0,0.000221608,0.000221608,48_47:0.006184517893068092;48_49:0.008746091458098598,48_47:660;48_49:660,TRUE
49,195.8511174,52.1882229,4.697333027,-0.312183454,0.009,0.01,0.008,1300,0.000300629,0,0.000300629,0.000300629,,,TRUE
50,169.5409668,35.26062947,4.784065216,-0.310492102,0.0176,0.0166,0.0186,1300,0.000433186,0,0.000433186,0.000433186,50_49:0.015515219924467305;50_51:0.01041185829549357,50_49:660;50_51:660,TRUE
51,150.9217263,330.6972314,4.931195143,-0.307951404,0.0132,0.0142,0.0122,1300,0.000146672,0,0.000146672,0.000146672,,,TRUE
52,202.1749777,156.5033502,4.915268092,-0.308010907,0.013,0.0116,0.0144,1300,0.000214799,0,0.000214799,0.000214799,52_37:0.004370990912485467;52_56:0.004757279573469553,52_37:660;52_56:660,TRUE
53,10.28931112,167.6892106,4.996701228,-0.306837928,0.025,0.033333333,0.016666667,1300,0.045500314,0,0.045500314,0.045500314,53_60:0.011701309575739477,53_60:660,TRUE
54,247.5318509,127.1614816,4.969624619,-0.306993524,0.0134,0.0164,0.0104,1300,0.000284031,0,0.000284031,0.000284031,54_64:0.008308830865269595;54_45:0.018052750417413305,54_64:660;54_45:660,TRUE
55,201.1783188,121.609593,4.837201894,-0.310380481,0.0113,0.0132,0.0094,1300,0.000420672,0,0.000420672,0.000420672,55_68:0.008509653822023011;55_49:0.010736807475509785,55_68:660;55_49:660,TRUE
56,309.1668127,161.6946262,4.814526648,-0.309745716,0.017,0.014,0.02,1300,0.000145144,0,0.000145144,0.000145144,56_57:0.005826929648497736,56_57:660,TRUE
57,174.9304193,128.3684185,4.927636216,-0.307786118,0.0096,0.0082,0.011,1300,0.000168741,0,0.000168741,0.000168741,57_58:0.004343755714315722,57_58:660,TRUE
58,300.1860969,192.3492667,4.886914741,-0.30930018,0.0166,0.0152,0.018,1300,0.000149525,0,0.000149525,0.000149525,58_71:0.004811797519134575;58_59:0.007478576596488512,58_71:660;58_59:660,TRUE
59,97.81576082,42.56019159,4.971240984,-0.307626911,0.0093,0.0098,0.0088,1300,0.000189122,0,0.000189122,0.000189122,59_60:0.00820644034397891,59_60:660,TRUE
60,271.9714841,98.87245652,4.766228042,-0.310542485,0.056666667,0.043333333,0.07,1300,0.000478147,0,0.000478147,0.000478147,60_61:0.017076214109384202,60_61:660,TRUE
61,275.9408869,124.3606766,4.793929681,-0.290564028,0.0127,0.0186,0.0068,1300,0.000811319,0,0.000811319,0.000811319,,,TRUE
62,180.4084424,126.901359,4.935227578,-0.30799212,0.0151,0.015,0.0152,1300,0.000216049,0,0.000216049,0.000216049,62_72:0.011718770545479401;62_61:0.00673035171459177;62_63:0.007839387198220499,62_72:660;62_61:660;62_63:660,TRUE
63,209.1637705,201.347645,5.041629381,-0.306946314,0.0119,0.0114,0.0124,1300,0.000569592,0,0.000569592,0.000569592,63_64:0.009678358663629538,63_64:660,TRUE
64,282.1602814,183.4032519,4.821568152,-0.309671617,0.0085,0.0092,0.0078,1300,0.000220247,0,0.000220247,0.000220247,,,TRUE
65,180.1045488,81.29875122,4.957162838,-0.307526241,0.015,0.0166,0.0134,1300,0.000183768,0,0.000183768,0.000183768,65_64:0.005718506260663531;65_66:0.006176308056187851,65_64:660;65_66:660,TRUE
66,125.9277695,137.052534,4.885003283,-0.30910675,0.0092,0.0102,0.0082,1300,0.000201872,0,0.000201872,0.000201872,,,TRUE
67,222.8404791,124.0568716,5.113942994,-0.305888986,0.0575,0.0692,0.0458,1300,0.000244315,0,0.000244315,0.000244315,67_68:0.008814721038710005;67_66:0.008374892620751612,67_68:660;67_66:660,TRUE
68,255.8610847,29.57334918,4.743755987,-0.31111459,0.0347,0.0348,0.0346,1300,0.00021231,0,0.00021231,0.00021231,,,TRUE
69,111.9652249,109.9843327,5.117688308,-0.3044029,0.0154,0.0156,0.0152,1300,0.000370206,0,0.000370206,0.000370206,69_68:0.009450454450560308;69_70:0.00803664189733358,69_68:660;69_70:660,TRUE
70,169.2977083,164.6860245,4.898861336,-0.308239941,0.0714,0.0776,0.0652,1300,0.000266661,0,0.000266661,0.000266661,,,TRUE
71,297.8433737,298.0826122,4.788249615,-0.309466346,0.0131,0.0168,0.0094,1300,0.000170408,0,0.000170408,0.000170408,,,TRUE
72,182.1044599,118.9762896,5.059271508,-0.29854587,0.0131,0.0138,0.0124,1300,0.00033409,0,0.00033409,0.00033409,,,TRUE
73,191.8110431,265.6219464,4.979584192,-0.307607369,0.01,0.0118,0.0082,1300,0.000303075,0,0.000303075,0.000303075,73_66:0.009544638996941635,73_66:660,TRUE
74,266.9546703,100.3998281,5.031462603,-0.306742701,0.012,0.0118,0.0122,1300,0.000260126,0,0.000260126,0.000260126,74_70:0.009035387892509877;74_89:0.00894413138531927,74_70:660;74_89:660,TRUE
75,228.2650026,56.84465393,5.006083931,-0.306733498,0.0085,0.0104,0.0066,1300,0.00028497,0,0.00028497,0.00028497,75_90:0.0070106036760382295,75_90:660,TRUE
76,240.9641602,22.63530192,4.837397959,-0.309482863,0.0112,0.0122,0.0102,1300,0.000576028,0,0.000576028,0.000576028,76_75:0.008106294174306777,76_75:660,TRUE
77,277.1514659,81.60338452,5.041931573,-0.307230787,0.0284,0.015,0.0418,1300,0.000186947,0,0.000186947,0.000186947,77_76:0.019988896010035312;77_78:0.00963622888698476;77_71:0.0058075601081677974,77_76:660;77_78:780;77_71:660,TRUE
78,136.1226834,172.1558069,4.643455107,-0.312307473,0.0109,0.012,0.0098,1300,0.000247731,0,0.000247731,0.000247731,,,TRUE
79,198.4349144,81.89048329,4.863164548,-0.309271326,0.0081,0.0086,0.0076,1300,0.00017137,0,0.00017137,0.00017137,79_78:0.007366663023836317;79_80:0.00650484818727351,79_78:660;79_80:660,TRUE
80,120.4538026,164.355363,5.031462467,-0.307219809,0.0226,0.022,0.0232,1300,0.000256664,0,0.000256664,0.000256664,80_81:0.007828906981974887,80_81:660,TRUE
81,202.9905386,235.1989909,4.930445698,-0.308419141,0.0441,0.0408,0.0474,1300,0.000230924,0,0.000230924,0.000230924,81_82:0.006297783338592933;81_72:0.007311383886248579,81_82:660;81_72:660,TRUE
82,249.5030784,223.3111227,4.893605875,-0.308979969,0.0192,0.0188,0.0196,1300,0.000228022,0,0.000228022,0.000228022,82_83:0.005940598202396313,82_83:660,TRUE
83,257.5946691,55.27669623,4.790688923,-0.31061744,0.014,0.0156,0.0124,1300,0.000160771,0,0.000160771,0.000160771,83_92:0.017030916195531265,83_92:660,TRUE
84,330.2561095,167.7435117,4.67969094,-0.311372943,0.063333333,0.046666667,0.08,1300,0.000204836,0,0.000204836,0.000204836,84_83:0.0049106683996824885,84_83:660,TRUE
85,156.1096385,86.35276153,5.104778793,-0.30614138,0.046666667,0.036666667,0.056666667,1300,0.000447441,0,0.000447441,0.000447441,85_73:0.010356051944697381;85_84:0.07242898526788938;85_86:0.008004059453354029,85_73:660;85_84:660;85_86:660,TRUE
86,246.9114819,184.4291146,4.898814237,-0.308318787,0.038,0.0376,0.0384,1300,0.000248959,0,0.000248959,0.000248959,86_87:0.026178336279301384,86_87:660,TRUE
87,88.72020565,41.59771261,4.992090074,-0.307423103,0.0194,0.03,0.0088,1300,0.002023079,0,0.002023079,0.002023079,87_88:0.0180401614879743,87_88:660,TRUE
88,174.2633605,115.7728053,5.099376754,-0.305899745,0.0059,0.0052,0.0066,1300,0.000206983,0,0.000206983,0.000206983,88_89:0.009367210808108178,88_89:660,TRUE
89,313.5301173,112.5219714,4.956490826,-0.307726195,0.0177,0.013,0.0224,1300,0.000557425,0,0.000557425,0.000557425,,,TRUE
90,257.3841937,53.57246573,4.905589361,-0.307867794,0.0097,0.0114,0.008,1300,0.000347331,0,0.000347331,0.000347331,,,TRUE
91,126.0544849,199.642779,4.914641032,-0.308502212,0.0267,0.031,0.0224,1300,0.001374662,0,0.001374662,0.001374662,91_79:0.014687256970685375,91_79:660,TRUE
92,64.88508912,66.36574252,4.91209831,-0.308588011,0.0542,0.1036,0.0048,1300,0.008513236,0,0.008513236,0.008513236,92_102:0.13171599925183763,92_102:660,TRUE
93,204.9708747,85.90412701,4.964128685,-0.307381591,0.0283,0.0314,0.0252,1300,0.000759574,0,0.000759574,0.000759574,93_106:0.009647990769168613;93_87:0.033555297295189024,93_106:660;93_87:740,TRUE
94,199.2170801,123.2352122,4.975880949,-0.307645872,0.0096,0.0108,0.0084,1300,0.00020123,0,0.00020123,0.00020123,94_95:0.013045646063297583;94_90:0.010319308895746504,94_95:660;94_90:660,TRUE
95,14.63664003,25.16339488,4.838888018,-0.309876443,0.0147,0.0208,0.0086,1300,0.000938699,0,0.000938699,0.000938699,95_96:0.011807168577042199,95_96:660,TRUE
96,182.111384,96.84112427,4.747911398,-0.310919191,0.0387,0.0388,0.0386,1300,0.000308212,0,0.000308212,0.000308212,,,TRUE
97,231.6249995,121.4532791,4.816155516,-0.30955615,0.0083,0.0108,0.0058,1300,0.000288921,0,0.000288921,0.000288921,97_96:0.008902989334720474;97_98:0.008041631304820496,97_96:660;97_98:660,TRUE
98,204.8948164,82.62618521,4.942901833,-0.308363471,0.0156,0.0186,0.0126,1300,0.000628085,0,0.000628085,0.000628085,98_91:0.016374574312479684,98_91:660,TRUE
99,174.4488127,201.8388014,5.060106823,-0.305537286,0.0121,0.0098,0.0144,1300,0.000280964,0,0.000280964,0.000280964,99_98:0.007623759277906067,99_98:660,TRUE
100,50.46247787,75.54045589,4.905355572,-0.308439224,0.0128,0.0132,0.0124,1300,0.000273436,0,0.000273436,0.000273436,100_110:0.010003102402870556;100_99:0.024241774378478576,100_110:660;100_99:660,TRUE
101,234.888699,232.0176041,5.065359761,-0.306333148,0.0192,0.0094,0.029,1300,0.000231911,0,0.000231911,0.000231911,101_100:0.013443998588181516;101_102:0.008419951462063369,101_100:660;101_102:660,TRUE
102,192.6817743,145.8549575,4.809844386,-0.309964705,0.0405,0.0426,0.0384,1300,0.000227825,0,0.000227825,0.000227825,102_103:0.00585314088133268,102_103:660,TRUE
103,214.8344737,85.51599037,4.933467697,-0.307646202,0.0156,0.0166,0.0146,1300,0.000418294,0,0.000418294,0.000418294,,,TRUE
104,249.822343,212.9083538,4.765569958,-0.310460949,0.0164,0.0234,0.0094,1300,0.000185926,0,0.000185926,0.000185926,104_103:0.004997603313731835,104_103:660,TRUE
105,269.087594,96.53988791,4.982215132,-0.307597363,0.005,0.0058,0.0042,1300,0.00022085,0,0.00022085,0.00022085,105_104:0.005506959112827892;105_106:0.007833200682504787,105_104:660;105_106:660,TRUE
106,247.5857708,182.1398264,4.87821305,-0.309312951,0.0234,0.0202,0.0266,1300,0.000222878,0,0.000222878,0.000222878,,,TRUE
107,190.3918511,46.6273958,4.916024498,-0.308002241,0.0196,0.02,0.0192,1300,0.000404764,0,0.000404764,0.000404764,107_106:0.007461851907032663,107_106:660,TRUE
108,188.4687811,194.3034352,5.056238428,-0.306006746,0.0231,0.0258,0.0204,1300,0.000286191,0,0.000286191,0.000286191,108_112:0.006976051738037337;108_107:0.008262039926067777,108_112:660;108_107:660,TRUE
109,93.32588849,99.48900191,4.984989298,-0.307115802,0.0251,0.0246,0.0256,1300,0.001968318,0,0.001968318,0.001968318,109_96:0.013334693351882865,109_96:660,TRUE
110,143.1363336,178.1768224,4.830168032,-0.309047231,0.0093,0.0128,0.0058,1300,0.000446411,0,0.000446411,0.000446411,110_118:0.007921622584198956,110_118:660,TRUE
111,66.04647522,56.00472744,4.853171479,-0.309612552,0.0122,0.014,0.0104,1300,0.000456595,0,0.000456595,0.000456595,111_104:0.007428544608695242,111_104:660,TRUE
112,189.8524179,33.32996364,5.002444176,-0.30619653,0.0073,0.0074,0.0072,1300,0.000200011,0,0.000200011,0.000200011,112_126:0.005399863687013284,112_126:660,TRUE
113,133.0066146,110.4868994,5.03199931,-0.306769176,0.011,0.0136,0.0084,1300,0.002213646,0,0.002213646,0.002213646,113_114:0.00781654409849769,113_114:660,TRUE
114,373.9883528,39.58035591,4.822460552,-0.30937992,0.148,0.1446,0.1514,1300,0.000161648,0,0.000161648,0.000161648,114_109:0.0059113838344557745;114_115:0.005747330662718875,114_109:660;114_115:660,TRUE
115,219.8647725,120.4827438,5.028019381,-0.306819344,0.0165,0.0174,0.0156,1300,0.000212053,0,0.000212053,0.000212053,,,TRUE
116,242.2268841,307.7811081,4.912739925,-0.308298395,0.0133,0.0124,0.0142,1300,0.000157677,0,0.000157677,0.000157677,116_115:0.005209458537486444;116_117:0.010004576819048261,116_115:660;116_117:660,TRUE
117,167.9333801,259.2661374,4.833106733,-0.309214183,0.0119,0.0128,0.011,1300,0.000269412,0,0.000269412,0.000269412,117_118:0.009423782743806342,117_118:660,TRUE
118,121.1178868,166.9403064,4.732976784,-0.310316229,0.0069,0.0074,0.0064,1300,0.00015201,0,0.00015201,0.00015201,118_119:0.01203520730365204,118_119:660,TRUE
119,237.4035722,147.4446932,4.802679745,-0.289805657,0.0227,0.0256,0.0198,1300,0.000444365,0,0.000444365,0.000444365,,,TRUE
120,176.7364362,153.0626689,4.836609161,-0.308829499,0.0159,0.0206,0.0112,1300,0.000482062,0,0.000482062,0.000482062,120_119:0.010126246357425345,120_119:660,TRUE
121,182.1453012,151.9316369,4.96792236,-0.308319275,0.017,0.0216,0.0124,1300,0.000660065,0,0.000660065,0.000660065,121_120:0.007243876910713598,121_120:660,TRUE
122,238.6230455,192.4333937,4.937579493,-0.307131343,0.0192,0.0196,0.0188,1300,0.000230327,0,0.000230327,0.000230327,122_121:0.009094450489428224;122_123:0.0107387974219674;122_111:0.010924924723731022,122_121:660;122_123:660;122_111:660,TRUE
123,179.2787917,144.7643483,5.034344478,-0.306394565,0.042,0.0694,0.0146,1300,0.000311936,0,0.000311936,0.000311936,,,TRUE
124,109.0348646,165.7059513,4.949173442,-0.307286092,0.0108,0.0102,0.0114,1300,0.001264407,0,0.001264407,0.001264407,124_123:0.028760766869871307,124_123:660,TRUE
125,211.4209259,146.8081375,4.859116288,-0.30819396,0.0247,0.0412,0.0082,1300,0.008622306,0,0.008622306,0.008622306,125_124:0.0340175948093194;125_126:1,125_124:660;125_126:660,TRUE
126,278.3325218,212.7648078,4.908243299,-0.308575726,0.0095,0.0094,0.0096,1300,0.000172948,0,0.000172948,0.000172948,,,TRUE
